,Common Name,Kingdom,Phylum,Class,Link,Description,auditory system,conservation status,ecomorphological guild,hearing range,hearing threshold,locomotion,mineralized skeleton contains,visual system,geographic distribution includes,habitat,population trend,biogeographic realm,body mass,foraging habitat,life span,trophic guild,weight,host of,eats,ecoregion,type specimen repository,body shape,diet includes,mating system,native range includes,parental care,social system,preys on,number of public records in bold,behavioral circadian rhythm,bill length,genome size,tarsus length,temperature at range midpoint latitude,basal metabolic rate,litters per year,prenatal development duration,body temperature,parasitized by,middle toe length,has ectoparasite,is vector for,growth rate,onset of fertility,has endoparasite,visits flowers of,motility,sensory system,is eaten by,preyed upon by,used for,tarsometatarsus + middle toe length,body length,pathogen of,has host,initial mortality rate,mortality rate doubling time,symbiont of,clutch/brood/litter size,egg mass,has pathogen,harvested in,mutualistic with,mineralized tissue contains,reproduction,standard length,water depth,Total length,parasite of,trophic level,visits,is killed by,invasive in
0,Flores green pigeon,Animalia,Chordata,Aves,https://eol.org/pages/45516258,Treron floris (Flores Green Pigeon) is a species of birds in the family Columbidae. They are listed as vulnerable by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,vulnerable,,,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Decreasing,australasia,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores hawkeagle,Animalia,Chordata,Aves,https://eol.org/pages/7257056,Nisaetus floris (Flores Hawk Eagle) is a species of birds in the family Accipitridae. They are listed as critically endangered by IUCN. They rely on flight to move around.,tympanic middle ear,critically endangered,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,"montane forest,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516886,Symposiachrus sacerdotum (Flores Monarch) is a species of birds in the family monarch flycatchers. They are listed as endangered by IUCN. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,10 dB,flight,apatite,corneal eyes,Indonesia,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flores scops owl,Animalia,Chordata,Aves,https://eol.org/pages/1036378,Otus alfredi (Flores Scops Owl) is a species of birds in the family typical owls. They are listed as endangered by IUCN and in cites appendix ii. They are found in australasia. They rely on flight to move around.,tympanic middle ear,endangered,,5000 Hz,-15 dB,bipedal movement,apatite,corneal eyes,Indonesia,terrestrial,Decreasing,australasia,,,,,,,,Lesser Sundas Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Florida scrub jay,Animalia,Chordata,Aves,https://eol.org/pages/45509989,"Aphelocoma coerulescens (Florida Jay) is a species of birds in the family Corvidae. They are listed as vulnerable by IUCN. They are native to United States and The Nearctic. They are diurnal omnivores. They have parental care (cooperative breeding, paternal care, and female provides care). They rely on flight to move around.",,,,,,,,,United States,,Decreasing,The Neotropics,,terrestrial,,,,,,,,bilaterally symmetric,fruit,monogamous,United States,,group living,,,,,,,,,1 /year,17 days,,,,,,0.335 /day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flutist wren,Animalia,Chordata,Aves,https://eol.org/pages/1053030,Microcerculus ustulatus (Fluting Wren) is a species of birds in the family wrens. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Brazil,"mountain,terrestrial",Stable,The Neotropics,22 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fluttering shearwater,Animalia,Chordata,Aves,https://eol.org/pages/1049465,Puffinus gavia (Fluttering Shearwater) is a species of birds in the family Procellariidae. They rely on flight to move around.,tympanic middle ear,,nectonic,5000 Hz,20 dB,flight,apatite,corneal eyes,Australia,"scrubland,terrestrial",Decreasing,,302 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fly River grassbird,Animalia,Chordata,Aves,https://eol.org/pages/58799879,Megalurus albolimbatus (Fly River Grass Warbler) is a species of  in the family Sylviidae.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Flying steamer duck,Animalia,Chordata,Aves,https://eol.org/pages/1048520,Tachyeres patachonicus (Flying Steamer Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in The Neotropics. They rely on drag powered swimming and flight to move around.,tympanic middle ear,,nectonic,,20 dB,bipedal movement,apatite,corneal eyes,Chile,"freshwater,marine",Decreasing,The Neotropics,2835 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45512966,Myiopagis olallai (Foothill Elaenia) is a species of birds in the family tyrant flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Colombia,"tropical,terrestrial",Decreasing,,14 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill schiffornis,Animalia,Chordata,Aves,https://eol.org/pages/36654860,Schiffornis aenea (Foothill Schiffornis) is a species of birds in the family Tityridae. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Ecuador,tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill screech owl,Animalia,Chordata,Aves,https://eol.org/pages/1226103,Megascops roraimae (Foothill Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill screech owl   ,Animalia,Chordata,Aves,https://eol.org/pages/1226103,Megascops roraimae (Foothill Screech Owl) is a species of birds in the family typical owls. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,-15 dB,flight,apatite,corneal eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foothill stipplethroat,Animalia,Chordata,Aves,https://eol.org/pages/45512675,Epinecrophylla spodionota (Foothill Antwren) is a species of birds in the family typical antbirds. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Colombia,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,1.343 pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest batis,Animalia,Chordata,Aves,https://eol.org/pages/45515123,Batis mixta (Forest Batis) is a species of birds in the family Afrikansiepot. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Botswana,coastal,,Afrotropics,13.6 g,,,,,,,Serengeti Volcanic Grasslands,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest bittern,Animalia,Chordata,Aves,https://eol.org/pages/45517755,Zonerodius heliosylus (Forest Bittern) is a species of birds in the family Ardeidae. They are listed as near threatened by IUCN. They are found in australasia. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Indonesia,terrestrial,Decreasing,australasia,,,,,,,,Central Range Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest buzzard,Animalia,Chordata,Aves,https://eol.org/pages/10408811,Buteo trizonatus (Forest Buzzard) is a species of birds in the family Accipitridae. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Swaziland,"steppe,terrestrial",Stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest canary,Animalia,Chordata,Aves,https://eol.org/pages/45515718,Crithagra scotops (Forest Canary) is a species of birds in the family finches. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Swaziland,"subtropical,terrestrial",Stable,,,,,,,,Celtis africana Burm. fil. (Common celtis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest elaenia,Animalia,Chordata,Aves,https://eol.org/pages/45511743,Myiopagis gaimardii (Forest Elaenia) is a species of birds in the family tyrant flycatchers. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,terrestrial,Stable,The Neotropics,17 g,,,,,,,Gurupa Varzea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest fody,Animalia,Chordata,Aves,https://eol.org/pages/45515021,Foudia omissa (Forest Fody) is a species of birds in the family Weavers & allies. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Madagascar,"tropical,terrestrial",Decreasing,Afrotropics,23.2 g,,,,,,,Madagascar Subhumid Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest honeyeater,Animalia,Chordata,Aves,https://eol.org/pages/45518560,Meliphaga montana (Forest Honeyeater) is a species of birds in the family honeyeaters. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,montane forest,,australasia,,,,,,,,Southeastern Papuan Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest kingfisher,Animalia,Chordata,Aves,https://eol.org/pages/45516476,Todiramphus macleayii (Forest Kingfisher) is a species of birds in the family Alcedinidae. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,South Pacific,terrestrial,Decreasing,,43.1 g,,,,,,,,,,,,,,,Pisanianura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest owlet,Animalia,Chordata,Aves,https://eol.org/pages/47363970,Athene blewitti (Forest Owlet) is a species of birds in the family typical owls. They are listed as endangered by IUCN. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,endangered,,,-15 dB,flight,apatite,corneal eyes,India,terrestrial,Decreasing,the indo-malayan realm,241 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest penduline tit,Animalia,Chordata,Aves,https://eol.org/pages/45514310,Anthoscopus flavifrons (Forest Penduline Tit) is a species of birds in the family penduline tits. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Gulf Of Guinea,"subtropical,terrestrial",Stable,Afrotropics,,,,,,,,Mount Cameroon And Bioko Montane Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest raven,Animalia,Chordata,Aves,https://eol.org/pages/45518683,Corvus tasmanicus (Forest Raven) is a species of birds in the family Corvidae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Pacific,"swamp,terrestrial",Decreasing,australasia,,,,,,,Macropus (Notamacropus) rufogriseus (Desmarest 1817) (Bennett's Wallaby),Tasmanian Temperate Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest robin,Animalia,Chordata,Aves,https://eol.org/pages/45514762,Stiphrornis erythrothorax (Forest Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Benin,,,Afrotropics,15.6 g,,,,,,,Niger Delta Swamp Forests,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest rock thrush,Animalia,Chordata,Aves,https://eol.org/pages/45514786,Monticola sharpei (Forest Rock Thrush) is a species of birds in the family Old World flycatchers. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Madagascar,"subtropical,terrestrial",Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest scrub robin,Animalia,Chordata,Aves,https://eol.org/pages/45514688,Cercotrichas leucosticta (Forest Scrub Robin) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Angola,coastal,,Afrotropics,28 g,,,,,,,Eastern Guinean Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest swallow,Animalia,Chordata,Aves,https://eol.org/pages/45515404,Petrochelidon fuliginosa (Forest Swallow) is a species of birds in the family swallows. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Gulf Of Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest thrush,Animalia,Chordata,Aves,https://eol.org/pages/45510238,Turdus lherminieri (Forest Thrush) is a species of birds in the family thrushes. They are listed as near threatened by IUCN. They rely on flight to move around.,tympanic middle ear,near threatened,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Dominica,"tropical,terrestrial",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest wagtail,Animalia,Chordata,Aves,https://eol.org/pages/45517654,Dendronanthus indicus (Forest Wagtail) is a species of birds in the family Motacillidae. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Indian Ocean,"temperate,terrestrial",Stable,the indo-malayan realm,17 g,,,,,,,Northeast China Plain Deciduous Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest whiteeye,Animalia,Chordata,Aves,https://eol.org/pages/47043532,Zosterops stenocricotus (Forest White Eye) is a species of birds in the family white-eyes. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,,tropical,,,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forest wood hoopoe,Animalia,Chordata,Aves,https://eol.org/pages/45514086,Phoeniculus castaneiceps (Forest Wood Hoopoe) is a species of birds in the family woodhoopoes. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,bipedal movement,apatite,corneal eyes,Algeria,coastal,,Afrotropics,27 g,,,,,,,Eastern Guinean Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Forsters tern,Animalia,Chordata,Aves,https://eol.org/pages/45509329,"Sterna forsteri (Forster's Tern) is a species of birds in the family Laridae. They are associated with freshwater habitat. They are native to The Neotropics and The Nearctic. They are diurnal carnivores. They have parental care (pair provides care, paternal care, and female provides care). They rely on flight to move around.",,,nectonic,,,,,,Maine,,Increasing,,,freshwater,,vertivore,,,,,,bilaterally symmetric,insects,monogamous,The Neotropics,,group living,,,,,,,,,1 /year,23 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foveaux shag,Animalia,Chordata,Aves,https://eol.org/pages/47042627,Leucocarbo stewarti (Foveaux Shag) is a species of birds in the family cormorants. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,20 dB,flight,apatite,corneal eyes,,beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fox kestrel,Animalia,Chordata,Aves,https://eol.org/pages/45514158,Falco alopex (Fox Kestrel) is a species of birds in the family falcons. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,flight,apatite,corneal eyes,Togo,"cliff,terrestrial",Stable,Afrotropics,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foxs weaver,Animalia,Chordata,Aves,https://eol.org/pages/45514974,Ploceus spekeoides (Fox's Weaver) is a species of birds in the family Weavers & allies. They are listed as near threatened by IUCN. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,near threatened,,,10 dB,bipedal movement,apatite,corneal eyes,Uganda,"savanna,terrestrial",Decreasing,Afrotropics,,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foxy cisticola,Animalia,Chordata,Aves,https://eol.org/pages/45514502,Cisticola troglodytes (Foxy Cisticola) is a species of birds in the family African warblers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Uganda,"mountain,freshwater habitat",Stable,Afrotropics,,,,,,,,Northern Acacia-Commiphora Bushlands And Thickets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Foxy lark,Animalia,Chordata,Aves,https://eol.org/pages/45515317,Calendulauda alopex (Foxy Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Ethiopia,scrubland,,Afrotropics,,,,,,,,Somali Acacia-Commiphora Bushlands And Thickets,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Franklins gull,Animalia,Chordata,Aves,https://eol.org/pages/51125058,"Larus pipixcan (Franklin's Gull) is a species of . They are associated with freshwater habitat. They are found in The Neotropics, Oceania continent (Australia, NZ and islands), Antarctica, The Nearctic, and Afrotropics. They are diurnal. They have parental care (pair provides care).",,,nectonic,,,,,,Mexico,marine,Increasing,Antarctica,280 g,freshwater,,invertivore,,,,Chilean Matorral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Frasers eagleowl,Animalia,Chordata,Aves,https://eol.org/pages/1178254,Bubo poensis (Fraser's Eagle Owl) is a species of birds in the family typical owls. They are listed in cites appendix ii. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,,flight,apatite,corneal eyes,Angola,"tropical,terrestrial",Decreasing,Afrotropics,746 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Frasers forest flycatcher,Animalia,Chordata,Aves,https://eol.org/pages/45514699,Fraseria ocreata (Fraser's Forest Flycatcher) is a species of birds in the family Old World flycatchers. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,Uganda,"tropical,terrestrial",Stable,Afrotropics,42 g,,,,,,,Cross-Niger Transition Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Frasers rufous thrush,Animalia,Chordata,Aves,https://eol.org/pages/45515552,Stizorhina fraseri (Fraser's Rufous Thrush) is a species of birds in the family thrushes. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Atlantic,,,,,,,,,,Celtis (hackberry),,,,,,,,,,,,,,,,,,,,Plasmodium subgen. Plasmodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Frasers sunbird,Animalia,Chordata,Aves,https://eol.org/pages/45514830,Deleornis fraseri (Fraser's Sunbird) is a species of birds in the family Sunbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Angola,coastal,,,15 g,,,,,,,,NHMUK,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Freckled duck,Animalia,Chordata,Aves,https://eol.org/pages/1048527,Stictonetta naevosa (Freckled Duck) is a species of birds in the family Anatidae. They are associated with freshwater habitat. They are found in australasia. They rely on flight and drag powered swimming to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Australia,"valley,terrestrial",Stable,australasia,1130 g,,,,,,Poaceae (True grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Freckled nightjar,Animalia,Chordata,Aves,https://eol.org/pages/45514035,Caprimulgus tristigma (Freckled Nightjar) is a species of birds in the family Caprimulgidae. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,Mozambique,terrestrial,Stable,Afrotropics,91 g,,,,,,,Northern Acacia-Commiphora Bushlands And Thickets,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Friedmanns lark,Animalia,Chordata,Aves,https://eol.org/pages/45515342,Mirafra pulpa (Friedmann's Bush Lark) is a species of birds in the family larks. They are found in Afrotropics. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Ethiopia,"tropical,terrestrial",Decreasing,Afrotropics,23.1 g,,,,,,,Northern Acacia-Commiphora Bushlands And Thickets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Friendly bush warbler,Animalia,Chordata,Aves,https://eol.org/pages/45517086,Locustella accentor (Friendly Bush Warbler) is a species of birds in the family Locustellidae. They rely on flight to move around.,otoliths,,,1000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Malaysia,terrestrial,Decreasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Friendly fantail,Animalia,Chordata,Aves,https://eol.org/pages/45518657,Rhipidura albolimbata (Friendly Fantail) is a species of birds in the family Rhipiduridae. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,,10 dB,flight,apatite,corneal eyes,South Pacific,"subtropical,terrestrial",Stable,australasia,14 g,,,,,,,Southeastern Papuan Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Frilled coquette,Animalia,Chordata,Aves,https://eol.org/pages/45512271,Lophornis magnificus (Frilled Coquette) is a species of birds in the family hummingbirds. They are listed in cites appendix ii. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,cites appendix ii,,,20 dB,flight,apatite,corneal eyes,Brazil,terrestrial,Unknown,The Neotropics,2.7 g,,,,,,,Alto Paraná Atlantic Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Frilled monarch,Animalia,Chordata,Aves,https://eol.org/pages/45516906,Arses telescopthalmus (Frilled Monarch) is a species of birds in the family monarch flycatchers. They are found in australasia. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,South Pacific,,,australasia,,,,,,,,Southeastern Papuan Rain Forests,,,,,,,,,,,,,,,,,,,Haemoproteus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fruithunter,Animalia,Chordata,Aves,https://eol.org/pages/1052810,Chlamydochaera jefferyi (Black Breasted Fruit Hunter) is a species of birds in the family thrushes. They are found in the indo-malayan realm. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,bipedal movement,apatite,corneal eyes,Malaysia,terrestrial,Decreasing,the indo-malayan realm,,,,,,,,Borneo Montane Rain Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fuegian snipe,Animalia,Chordata,Aves,https://eol.org/pages/1049591,Gallinago stricklandii (Fuegian Snipe) is a species of birds in the family Scolopacidae. They are listed as near threatened by IUCN. They are found in The Neotropics. They rely on flight to move around.,tympanic middle ear,near threatened,,,20 dB,bipedal movement,apatite,corneal eyes,Chile,"marsh,freshwater habitat",Decreasing,The Neotropics,252 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fuegian steamer duck,Animalia,Chordata,Aves,https://eol.org/pages/1048521,Tachyeres pteneres (Flightless Steamer Duck) is a species of birds in the family Anatidae. They are found in The Neotropics. They rely on drag powered swimming to move around.,tympanic middle ear,,nectonic,,20 dB,drag powered swimming,apatite,corneal eyes,United States,marine,Stable,The Neotropics,4200 g,,,,,,,Magellanic Subpolar Forests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fujian niltava,Animalia,Chordata,Aves,https://eol.org/pages/45517471,Niltava davidi (Fujian Niltava) is a species of birds in the family Old World flycatchers. They are found in the indo-malayan realm and the palearctic. They rely on flight to move around.,tympanic middle ear,,,,10 dB,bipedal movement,apatite,corneal eyes,Vietnam,"subtropical,terrestrial",Stable,the indo-malayan realm,,,,,,,,Northeastern Himalayan Subalpine Conifer Forests,"Harvard UNiversity, Museum of Comparative Zoology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fulmar prion,Animalia,Chordata,Aves,https://eol.org/pages/45513822,Pachyptila crassirostris (Fulmar Prion) is a species of birds in the family Procellariidae. They are found in australasia and Antarctica. They rely on flight to move around.,tympanic middle ear,,,,20 dB,flight,apatite,corneal eyes,South Pacific,"marine,marine",Stable,australasia,,,,,,,CORRUPTED VALUE for trait R20-PK38325037,Southern Indian Ocean Islands Tundra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fulvous antshrike,Animalia,Chordata,Aves,https://eol.org/pages/45512617,Frederickena fulva (Fulvous Antshrike) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Fulvous antshrike   ,Animalia,Chordata,Aves,https://eol.org/pages/45512617,Frederickena fulva (Fulvous Antshrike) is a species of birds in the family typical antbirds. They rely on flight to move around.,tympanic middle ear,,,5000 Hz,10 dB,flight,apatite,corneal eyes,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
